id,intent,difficulty,language,question,retrieved_context_count,reference_context_count,bean_count,news_count,elapsed_s,context_precision,context_recall,faithfulness,answer_relevancy,response,reference,error
PS_134,product_search,medium,vi,Cà phê nào từ Panama chế biến Natural có vị Rose?,5,5,5,5,12.5,0,0,1,1,"{""summary"": ""Cà phê từ Panama chế biến Natural có vị Rose là Panama - Altieri Estate - Natural Geisha. Cà phê này có hương vị nổi bật với các ghi chú của dâu tây, hoa hồng, mận và violet, mang lại cảm giác ngọt ngào và hoa."", ""products"": [{""name"": ""Panama - Altieri Estate - Natural Geisha"", ""roaster"": ""GHOST COFFEE COLLAB"", ""reason"": ""Cà phê này có ghi chú hoa hồng rõ rệt trong hương vị."", ""url"": ""https://www.thewaytocoffee.com/beans/panama-altieri-estate-natural-geisha/""}], ""articles"": []}","Bạn có thể thử Hartmann. Natural . Café de Panamá từ KIMA COFFEE. Đây là cà phê từ Panama, rang —, với hương vị Rose, Mandarina, Frutos Rojos, Mango, chế biến Natural. Ngoài ra, bạn cũng có thể tham khảo Los Lajones Bambu Gesha Natural và Panama — Bonita Springs.",
PS_135,product_search,easy,vi,Tôi muốn uống cà phê rang Medium.,5,5,5,2,26.5,0,0,1,0.729067221,"{""summary"": ""Có một số lựa chọn cà phê rang Medium mà bạn có thể tham khảo. Đầu tiên là Peaberry Medium với hương vị chocolate và các gia vị châu Á. Tiếp theo là Kazee Medium, một hỗn hợp cân bằng từ Trung và Nam Mỹ. Ngoài ra, bạn cũng có thể thử Canuck Medium với hương vị độc đáo từ các hạt cà phê được chọn lọc. Cuối cùng, Leaf Me Be - Fall Blend mang đến hương vị trắng chocolate và trái cây nhiệt đới."", ""products"": [{""name"": ""Peaberry Medium"", ""roaster"": ""AKHA AMA COFFEE ROASTER"", ""reason"": ""Cà phê này có hương vị phong phú với chocolate và gia vị châu Á, rất phù hợp cho những ai yêu thích sự phức tạp trong hương vị."", ""url"": ""https://www.thewaytocoffee.com/beans/peaberry-medium/""}, {""name"": ""Kazee Medium"", ""roaster"": ""KARMA COFFEE"", ""reason"": ""Hỗn hợp cân bằng từ Trung và Nam Mỹ, mang đến trải nghiệm cà phê phong cách bờ Tây."", ""url"": ""https://www.thewaytocoffee.com/beans/kazee-medium/""}, {""name"": ""Canuck Medium"", ""roaster"": ""KARMA COFFEE"", ""reason"": ""Được làm từ các hạt cà phê cao cấp, mang lại hương vị độc đáo và chất lượng tốt."", ""url"": ""https://www.thewaytocoffee.com/beans/canuck-medium/""}, {""name"": ""Leaf Me Be - Fall Blend"", ""roaster"": ""FIVE STAR COFFEE ROASTERS"", ""reason"": ""Cà phê này có hương vị trắng chocolate và trái cây nhiệt đới, rất thích hợp cho mùa thu."", ""url"": ""https://www.thewaytocoffee.com/beans/leaf-me-be-fall-blend/""}], ""articles"": []}","Bạn có thể thử BRESIL | CARMO DE MINAS - ESPRESSO từ UTOPIA COFFEE. Đây là cà phê từ Brazil, rang Medium, với hương vị Caramelized, Raw Almond, Carambola, chế biến Natural. Ngoài ra, bạn cũng có thể tham khảo Chocolate - Brazil và Almond & Brown Sugar.",
PS_136,product_search,medium,vi,Cho tôi cà phê rang Medium Light từ Kenya có hương Molasses.,5,5,5,2,16.5,0,0,0.875,0.824963535,"{""summary"": ""Cà phê rang Medium-Light từ Kenya có hương Molasses là Kenya Ngugu-ini. Đây là một loại cà phê rửa từ trạm rửa Nguguini, với độ cao 1600 mét, mang đến những nốt hương chua sáng như cam, việt quất và me khi nóng, chuyển sang dừa và molasses khi nguội."", ""products"": [{""name"": ""Kenya Ngugu-ini"", ""roaster"": ""INHERITANCE COFFEE ROASTERS"", ""reason"": ""Cà phê này có hương molasses và được rang ở mức Medium-Light."", ""url"": ""https://www.thewaytocoffee.com/beans/kenya-ngugu-ini-1ep/""}], ""articles"": []}","Bạn có thể thử KENYA Gondo AA – Filter từ FIVE ELEPHANT COFFEE ROASTERY. Đây là cà phê từ Kenya, rang Medium Light, với hương vị Molasses, Lime, Mango, chế biến ORIGIN
Murang'A (Kenya). Ngoài ra, bạn cũng có thể tham khảo Kenya Embu Kirimiri và Kenya Little Swamps - Washed Baitan.",
PS_137,product_search,medium,vi,Có cà phê nào từ Indonesia rang Medium Light với hương Dark Chocolate không?,5,5,5,2,12.1,1,0.861260028,0.666666667,0.789622631,"{""summary"": ""Có hai loại cà phê từ Indonesia rang Medium-Light với hương Dark Chocolate. Đầu tiên là Indonesia Java Kirana Liberica Natural với hương vị gồm Dark Chocolate, Molasses, Spiced Rum và Star Anise. Thứ hai là Indonesia Kerinci Anaerobic Natural cũng có hương Dark Chocolate cùng với Ripe Cherry, Warm Spice và Syrupy."", ""products"": [{""name"": ""Indonesia Java Kirana Liberica Natural"", ""roaster"": ""STUDIO CAFFEINE"", ""reason"": ""Có hương vị Dark Chocolate trong profile."", ""url"": ""https://www.thewaytocoffee.com/beans/indonesia-java-kirana-liberica-natural/""}, {""name"": ""Indonesia Kerinci Anaerobic Natural"", ""roaster"": ""STUDIO CAFFEINE"", ""reason"": ""Có hương vị Dark Chocolate trong profile."", ""url"": ""https://www.thewaytocoffee.com/beans/indonesia-kerinci-anaerobic-natural/""}], ""articles"": []}","Bạn có thể thử Indonesia Kerinci Anaerobic Natural từ STUDIO CAFFEINE. Đây là cà phê từ Indonesia, rang Medium Light, với hương vị Dark Chocolate, Ripe Cherry, Warm Spice, Syrupy, chế biến Anaerobic Natural. Ngoài ra, bạn cũng có thể tham khảo Sadayana Winey và Indonesia Gayo Highlands.",
PS_138,product_search,easy,vi,Gợi ý cho tôi cà phê có vị Caramelized.,5,5,5,2,25.3,0.7,0,1,0.837641067,"{""summary"": ""Có một số loại cà phê có vị Caramelized mà bạn có thể tham khảo. Đó là:"", ""products"": [{""name"": ""Caramel Chocolate Flavored Coffee"", ""roaster"": ""VOLCANICA COFFEE"", ""reason"": ""Cà phê này có vị caramel rõ rệt và được rang vừa, mang lại sự cân bằng giữa vị ngọt và độ mượt mà."", ""url"": ""https://www.thewaytocoffee.com/beans/caramel-chocolate-flavored-coffee/""}, {""name"": ""Decaffeinated Rainforest Caramel Crunch"", ""roaster"": ""ORINOCO COFFEE & TEA"", ""reason"": ""Cà phê này có vị caramel kết hợp với dừa và vani, mang lại hương vị nhiệt đới nhẹ nhàng."", ""url"": ""https://www.thewaytocoffee.com/beans/decaffeinated-rainforest-caramel-crunch/""}, {""name"": ""Decaffeinated Caramel Nut"", ""roaster"": ""ORINOCO COFFEE & TEA"", ""reason"": ""Cà phê này có vị caramel kết hợp với hương vị của đậu phộng và vani, tạo ra một trải nghiệm thú vị."", ""url"": ""https://www.thewaytocoffee.com/beans/decaffeinated-caramel-nut/""}, {""name"": ""Caramel Vanilla Latte Flavored Coffee"", ""roaster"": ""COFFEE BEANERY"", ""reason"": ""Cà phê này có hương vị caramel và vani, mang lại sự phong phú và mượt mà."", ""url"": ""https://www.thewaytocoffee.com/beans/caramel-vanilla-latte-flavored-coffee/""}], ""articles"": []}","Bạn có thể thử Beanery Blend Swiss Water Process từ COFFEE BEANERY., rang Medium Light, với hương vị Caramelized, Chocolate, chế biến Swiss Water Process. Ngoài ra, bạn cũng có thể tham khảo SWP Decaf và Caramel Chocolate Flavored Decaf Coffee.",
PS_139,product_search,easy,vi,Cho tôi xem cà phê có hương Sugary/Sweet.,5,5,5,5,16.7,0,0,0.833333333,0.833287257,"{""summary"": ""Cà phê có hương Sugary/Sweet bao gồm các sản phẩm như ASCENT by Inheritance với hương vị ngọt ngào từ burnt sugar và Sweet Sunshine với hương vị ngọt ngào của sô cô la sữa. Ngoài ra, Crème Brulée cũng có hương vị ngọt ngào từ caramel và French vanilla custard."", ""products"": [{""name"": ""ASCENT by Inheritance"", ""roaster"": ""INHERITANCE COFFEE ROASTERS"", ""reason"": ""Có hương vị ngọt ngào từ burnt sugar và juicy sweets."", ""url"": ""https://www.thewaytocoffee.com/beans/ascent-by-inheritance/""}, {""name"": ""Sweet Sunshine"", ""roaster"": ""BROOKLYN ROASTING COMPANY"", ""reason"": ""Có hương vị ngọt ngào từ sô cô la sữa và hương thơm của hạt nướng."", ""url"": ""https://www.thewaytocoffee.com/beans/sweet-sunshine/""}, {""name"": ""Crème Brulée"", ""roaster"": ""LUCKY GOAT COFFEE"", ""reason"": ""Có hương vị ngọt ngào từ caramel và French vanilla custard."", ""url"": ""https://www.thewaytocoffee.com/beans/creme-brulee-13e/""}], ""articles"": []}","Bạn có thể thử 100% Kona Coffee, Medium Roast từ BUDDHA'S CUP. Đây là cà phê từ United States, rang Medium, với hương vị đặc trưng. Ngoài ra, bạn cũng có thể tham khảo Ka'ū Classic Dark Roast và 100% Kauai Beans.",
PS_140,product_search,hard,vi,"Gợi ý cà phê specialty từ Kenya, rang Light, chế biến Washed, có vị Gatubu Cooperative (Kenya) và Red Fruit.",5,5,5,2,14.9,0.805555556,0.669471374,0.75,0.676554977,"{""summary"": ""Dựa trên yêu cầu của bạn, không có sản phẩm nào từ Kenya có vị Gatubu Cooperative và Red Fruit trong danh sách đã cung cấp. Tuy nhiên, bạn có thể tham khảo sản phẩm Kenya AB Gatubu, mặc dù không có vị Red Fruit nhưng có vị chanh, chanh và hoa."", ""products"": [{""name"": ""Kenya AB Gatubu"", ""roaster"": ""DRIFTAWAY COFFEE"", ""reason"": ""Sản phẩm này đến từ Gatubu Cooperative, có chế biến Washed và rang Light, phù hợp với yêu cầu của bạn."", ""url"": ""https://www.thewaytocoffee.com/beans/kenya-ab-gatubu/""}], ""articles"": []}","Bạn có thể thử KENYA Muranga Marumi SL28 Washed từ LILO COFFEE ROASTERS. Đây là cà phê từ Kenya, rang Light, với hương vị Gatubu Cooperative (Kenya), chế biến Washed. Ngoài ra, bạn cũng có thể tham khảo Kenya AA Kirinyaga Kainamui (Filter) và Kapsasur AA.",
PS_141,product_search,medium,vi,Cho tôi cà phê rang Light từ Peru có hương Cane Sugar.,5,5,5,2,15.8,0,0,0.6,0.785309842,"{""summary"": ""Cà phê rang Light từ Peru có hương Cane Sugar là Peru Cenfrocafe, được rang bởi BONGO JAVA ROASTING CO. Cà phê này có hương vị của đường nâu và quả hồ đào, mang đến một trải nghiệm nhẹ nhàng và ngọt ngào."", ""products"": [{""name"": ""Peru Cenfrocafe"", ""roaster"": ""BONGO JAVA ROASTING CO."", ""reason"": ""Có hương vị đường nâu, phù hợp với yêu cầu về hương Cane Sugar."", ""url"": ""https://www.thewaytocoffee.com/beans/peru-cenfrocafe-1pq/""}], ""articles"": []}","Bạn có thể thử El Huabo Peru Gesha Green Beans (Washed) từ COMPOUND COFFEE CO.. Đây là cà phê từ Peru, rang Light, với hương vị Cane Sugar, Citron, Magnolia, chế biến Washed. Ngoài ra, bạn cũng có thể tham khảo El Huabo Peru Gesha Washed (Filter) và Duke.",
PS_142,product_search,medium,vi,"Tìm cà phê có vị Raisin từ Ethiopia, rang Light.",5,5,5,2,10.3,0,0,1,0,"{""summary"": ""Hiện tại không có thông tin về cà phê có vị Raisin từ Ethiopia, rang Light trong dữ liệu được cung cấp. Tất cả các sản phẩm cà phê Ethiopia trong danh sách đều có vị caramel, mandarin và jasmine, nhưng không có vị Raisin."", ""products"": [], ""articles"": []}","Bạn có thể thử Ethiopian Sweet Lily™ - Light Roast từ CAFÉ KREYOL. Đây là cà phê từ Ethiopia, rang Light, với hương vị đặc trưng. Ngoài ra, bạn cũng có thể tham khảo Ethiopia Sidama Bombe [Natural] và Ethiopia Sidamo Lion King Washed.",
PS_143,product_search,easy,vi,Tôi muốn tìm cà phê từ Honduras.,5,5,5,2,24.5,0.333333333,0,0.8,0.81970541,"{""summary"": ""Có nhiều lựa chọn cà phê từ Honduras mà bạn có thể tham khảo. Các sản phẩm này có hương vị và phương pháp chế biến đa dạng, phù hợp với sở thích khác nhau."", ""products"": [{""name"": ""Honduras Espresso"", ""roaster"": ""17G COFFEE"", ""reason"": ""Cà phê này có hương vị tươi mát với chanh tươi và trà xanh, được chế biến washed, mang đến trải nghiệm độc đáo."", ""url"": ""https://www.thewaytocoffee.com/beans/honduras-espresso/""}, {""name"": ""Honduras"", ""roaster"": ""COFFEENTALK"", ""reason"": ""Cà phê này có hương vị ngọt ngào với nho và mận, phù hợp cho những ai thích hương vị trái cây."", ""url"": ""https://www.thewaytocoffee.com/beans/honduras-td4/""}, {""name"": ""Honduras"", ""roaster"": ""CAPE COD COFFEE ROASTERS"", ""reason"": ""Cà phê này có hương vị mận mượt mà, thích hợp cho những ai yêu thích sự đơn giản và tinh tế."", ""url"": ""https://www.thewaytocoffee.com/beans/honduras-1rt/""}, {""name"": ""Honduras - Cafe UNO"", ""roaster"": ""HYPERION COFFEE"", ""reason"": ""Cà phê này mang đến hương vị phong phú với bánh mì nướng Pháp và sô cô la, rất đặc trưng cho giống Parainema."", ""url"": ""https://www.thewaytocoffee.com/beans/honduras-cafe-uno/""}, {""name"": ""Honduras Matazano"", ""roaster"": ""ANIMAL COFFEE"", ""reason"": ""Cà phê này có hương vị trái cây nhiệt đới và cacao, được chế biến tự nhiên, mang đến sự phong phú và đa dạng."", ""url"": ""https://www.thewaytocoffee.com/beans/honduras-matazano/""}], ""articles"": []}","Bạn có thể thử Bella Vista từ QUO COFFEE ROASTERS. Đây là cà phê từ Honduras, rang Medium Light, với hương vị Jasmine, Pavlova, chế biến Washed. Ngoài ra, bạn cũng có thể tham khảo Santa Lucia Triangulo Gesha và Honduras, La Colmena, David Muñoz, Geisha.",
PS_144,product_search,easy,vi,Gợi ý cho tôi cà phê có vị Watermelon.,5,5,5,2,28.6,0,0,1,0.821156658,"{""summary"": ""Dưới đây là một số sản phẩm cà phê có vị Watermelon mà bạn có thể tham khảo:"", ""products"": [{""name"": ""Watermelon - Colombia"", ""roaster"": ""PAPERCUP COFFEE ROASTERS"", ""reason"": ""Cà phê này có vị nước dưa hấu, được sản xuất từ Risaralda, Colombia với phương pháp lên men nitơ kỵ khí."", ""url"": ""https://www.thewaytocoffee.com/beans/watermelon-colombia/""}, {""name"": ""Colombia - El Vergel Estate Watermelon Candy Blast"", ""roaster"": ""ARCHERS"", ""reason"": ""Cà phê này có vị nước dưa hấu, được chế biến từ các hạt Caturra tại El Vergel Estate, Colombia với phương pháp co-ferment mật ong."", ""url"": ""https://www.thewaytocoffee.com/beans/colombia-el-vergel-estate-watermelon-candy-blast/""}, {""name"": ""Nicaragua Finca Idealista Watermelon Madness"", ""roaster"": ""ANAENA"", ""reason"": ""Cà phê này có vị nước dưa hấu và cherry, được sản xuất từ Finca Idealista, Nicaragua với phương pháp lên men carbonic."", ""url"": ""https://www.thewaytocoffee.com/beans/nicaragua-finca-idealista-watermelon-madness/""}, {""name"": ""FINCA MILAN [WATERMELON]"", ""roaster"": ""MOKLAIR COFFEE ROASTER"", ""reason"": ""Cà phê này có vị nước dưa hấu, được sản xuất từ Finca Milan, Risaralda, Colombia với phương pháp lên men co-fermented nitrogen."", ""url"": ""https://www.thewaytocoffee.com/beans/finca-milan-watermelon/""}], ""articles"": []}","Bạn có thể thử Mexico La Estanzuela từ BACKSTAGE CAFE. Đây là cà phê từ Mexico, rang ORIGIN
La Estanzuela (Mexico), với hương vị đặc trưng. Ngoài ra, bạn cũng có thể tham khảo México Ordóñez Mazariegos và Que'Tutrib.",
PS_145,product_search,hard,vi,"Tìm cà phê Burundi rang Light chế biến Natural Anaerobic với hương Vanilla, phù hợp pha filter.",5,5,5,2,13.1,0,0,0,0.797471147,"{""summary"": ""Không có cà phê Burundi nào trong danh sách có đặc điểm rang Light, chế biến Natural Anaerobic và hương Vanilla. Các sản phẩm hiện có không đáp ứng đủ yêu cầu này."", ""products"": [], ""articles"": []}","Bạn có thể thử Organic Ramirez Estate® – Dominican Republic Light Roast từ CAFÉ KREYOL., rang Light, với hương vị Vanilla, Walnuts, Sugarcane. Ngoài ra, bạn cũng có thể tham khảo Stripes on Stripes Blend và Rwanda Inzovu Roto.",
PS_146,product_search,medium,vi,Có cà phê nào từ Costa Rica rang Dark với hương Honey không?,5,5,5,2,22,0.333333333,0,0.5,0.996397629,"{""summary"": ""Không có cà phê nào từ Costa Rica được rang Dark với hương Honey trong thông tin đã cung cấp. Các sản phẩm từ Costa Rica đều có mức rang Medium và sử dụng phương pháp Black Honey, nhưng không có sản phẩm nào được ghi nhận là rang Dark."", ""products"": [], ""articles"": []}","Bạn có thể thử Costa Rica Cerro Buena Vista từ KUDU COFFEE ROASTERS. Đây là cà phê từ Costa Rica, rang —, với hương vị Honey, Lime, Orange, Pear. Ngoài ra, bạn cũng có thể tham khảo Costa Rica và Costa Rica Jaguar Tarrazu Honey.",
PS_147,product_search,medium,vi,"Tôi thích cà phê vị Floral, rang Medium, Light, từ Ethiopia.",5,5,5,2,18.6,0,0,1,0.778636307,"{""summary"": ""Bạn có thể tham khảo các loại cà phê từ Ethiopia có vị floral và được rang light. Một số sản phẩm phù hợp bao gồm Ethiopia Sidama với hương vị floral, chocolate, và crisp apple, và Seasonal Ethiopia Natural Bensa với hương vị floral, chocolate, và berries."", ""products"": [{""name"": ""Ethiopia Sidama"", ""roaster"": ""BIRCH COFFEE"", ""reason"": ""Cà phê này có hương vị floral và được rang light, phù hợp với sở thích của bạn."", ""url"": ""https://www.thewaytocoffee.com/beans/ethiopia-sidama-1o8/""}, {""name"": ""Seasonal Ethiopia Natural Bensa"", ""roaster"": ""ONE VILLAGE COFFEE"", ""reason"": ""Cà phê này có hương vị floral và chocolate, cũng được rang light, rất phù hợp với bạn."", ""url"": ""https://www.thewaytocoffee.com/beans/seasonal-ethiopia-natural-bensa/""}], ""articles"": []}","Bạn có thể thử Cà phê Ethiopia Guji Uraga Haro Wachu Washed từ FLUSSO. Đây là cà phê từ Ethiopia, rang Medium, Light, với hương vị Floral, Peach, Sugary/Sweet, Lemon Peel, chế biến Washed. Ngoài ra, bạn cũng có thể tham khảo Hambela và Ethiopian Coffee.",
PS_148,product_search,medium,vi,"Tôi muốn tìm cà phê từ Guatemala, rang Medium, có vị Grapefruit.",5,5,5,2,13.2,0.2,0.60301156,1,0.663185574,"{""summary"": ""Có 2 loại cà phê từ Guatemala, rang Medium và có vị Grapefruit: Guatemala Nueva Armenia Natural Process và Zafiro. Cả hai đều mang đến hương vị độc đáo với sự kết hợp của các nốt hương khác nhau."", ""products"": [{""name"": ""Guatemala Nueva Armenia Natural Process"", ""roaster"": ""COFFEE LABS ROASTERS"", ""reason"": ""Có vị Grapefruit và được chế biến bằng phương pháp tự nhiên, mang đến hương vị tươi mới."", ""url"": ""https://www.thewaytocoffee.com/beans/guatemala-nueva-armenia-natural-process/""}, {""name"": ""Zafiro"", ""roaster"": ""UNLEASHED COFFEE"", ""reason"": ""Có vị Grapefruit cùng với các nốt hương khác như Cherry và Almond, mang đến trải nghiệm phong phú."", ""url"": ""https://www.thewaytocoffee.com/beans/zafiro/""}], ""articles"": []}","Bạn có thể thử FINCA EL MORITO từ STOW COFFEE ROASTERS. Đây là cà phê từ Guatemala, rang —, với hương vị Grapefruit, Pineapple, Mango, chế biến Washed Anaerobic. Ngoài ra, bạn cũng có thể tham khảo Guatemala variété Pacamara Rouge Nature và Guatemala Microlot Los Pinos by Elmer Lopez.",
PS_149,product_search,medium,vi,Gợi ý cà phê Rwanda rang Light có hương Pineapple.,5,5,5,2,21.5,0.5,0,0.5,0.726415079,"{""summary"": ""Cà phê Rwanda rang Light có hương vị Pineapple mà bạn có thể tham khảo là Butembo Washed. Đây là loại cà phê từ trạm rửa Butembo, mang đến sự rõ ràng và tinh tế với hương vị dứa tươi sáng."", ""products"": [{""name"": ""Butembo Washed"", ""roaster"": ""ORIGIN COFFEE"", ""reason"": ""Cà phê này có hương vị dứa (Pineapple) rõ ràng, phù hợp với yêu cầu của bạn."", ""url"": ""https://www.thewaytocoffee.com/beans/butembo-washed/""}], ""articles"": []}","Bạn có thể thử Rwanda - Shyira Anoxic Natural [25/26] từ SCENERY COFFEE ROASTERS. Đây là cà phê từ Rwanda, rang Light, với hương vị Pineapple, Blueberry, Apple, Banana, chế biến Mosto Anoxic Natural. Ngoài ra, bạn cũng có thể tham khảo Teddy's Blend và Fruity & Floral - Rwanda, Gaseke.",
PS_150,product_search,medium,vi,"Gợi ý cà phê Guatemala rang Medium, Medium Dark có hương Black Tea.",5,5,5,2,14.2,0,0,1,0,"{""summary"": ""Hiện tại không có sản phẩm cà phê Guatemala nào được mô tả có hương vị Black Tea trong danh sách. Tuy nhiên, bạn có thể tham khảo các sản phẩm cà phê Guatemala rang Medium như Guatemalan từ MOMENTTO COFFEE hoặc Pacaya - Medium Roast từ ASCEND COFFEE ROASTERS, mặc dù chúng không có hương Black Tea cụ thể."", ""products"": [{""name"": ""Guatemalan"", ""roaster"": ""MOMENTTO COFFEE"", ""reason"": ""Cà phê này có hương vị phức tạp và mạnh mẽ, với hương hoa và hậu vị lâu dài, phù hợp với yêu cầu rang Medium."", ""url"": ""https://www.thewaytocoffee.com/beans/guatemalan/""}, {""name"": ""Pacaya - Medium Roast"", ""roaster"": ""ASCEND COFFEE ROASTERS"", ""reason"": ""Cà phê này có hương vị caramel và citrus, với hương thơm ngọt ngào, cũng thuộc loại rang Medium."", ""url"": ""https://www.thewaytocoffee.com/beans/pacaya-medium-roast/""}], ""articles"": []}","Bạn có thể thử Las Moritas từ MANHATTAN COFFEE ROASTERS. Đây là cà phê từ Guatemala, rang Medium, Medium Dark, với hương vị Black Tea, Gooseberry, Custard, chế biến Washed. Ngoài ra, bạn cũng có thể tham khảo Guatemala El Panal (Limited-Edition) và Guatemala San Marcos Washed Microlot.",
PS_151,product_search,easy,vi,Gợi ý cà phê Strawberry cho tôi.,5,5,5,2,21.1,0,0,0.857142857,0.652005649,"{""summary"": ""Tôi gợi ý cà phê \""Strawberry Cream. Café de Colombia\"" từ KIMA COFFEE. Đây là một loại cà phê Arabica từ Tolima, Colombia, với hương vị dâu tây, trái cây chua, mật ong và các loại trái cây đỏ, được chế biến bằng phương pháp Anaerobic Co-Fermentation với trái cây."", ""products"": [{""name"": ""Strawberry Cream. Café de Colombia"", ""roaster"": ""KIMA COFFEE"", ""reason"": ""Cà phê này có hương vị dâu tây phong phú và được chế biến bằng phương pháp độc đáo, mang lại trải nghiệm thú vị cho người uống."", ""url"": ""https://www.thewaytocoffee.com/beans/strawberry-cream-cafe-de-colombia/""}], ""articles"": []}","Bạn có thể thử Ethiopia | Adado từ CABANA COFFEE ROASTERS. Đây là cà phê từ Ethiopia, rang ORIGIN
Yirgacheffe (Ethiopia), với hương vị đặc trưng, chế biến ORIGIN
Yirgacheffe (Ethiopia). Ngoài ra, bạn cũng có thể tham khảo Ethiopia Gargari Gutity Washed và Ethiopia Kinjo.",
PS_152,product_search,easy,vi,Gợi ý cà phê Nutmeg cho tôi.,5,5,5,2,16.6,0,0,0.375,0.760101595,"{""summary"": ""Cà phê Nutmeg có thể tìm thấy trong sản phẩm \""The Daily Fix, Brazil, Natural\"" với hương vị chocolate và nutmeg. Đây là một loại cà phê Arabica được chế biến tự nhiên, phù hợp cho máy pha espresso. Bạn có thể tham khảo thêm thông tin tại đây: https://www.thewaytocoffee.com/beans/the-daily-fix-brazil-natural/."", ""products"": [{""name"": ""The Daily Fix, Brazil, Natural"", ""roaster"": ""MAN VERSUS MACHINE"", ""reason"": ""Cà phê này có hương vị nutmeg, phù hợp với yêu cầu của bạn."", ""url"": ""https://www.thewaytocoffee.com/beans/the-daily-fix-brazil-natural/""}], ""articles"": []}","Bạn có thể thử Panama - Altieri Chombi Geisha | Dry Fermentation Cold Natural từ ROGUE WAVE COFFEE. Đây là cà phê từ Panama, rang —, với hương vị đặc trưng, chế biến Dry Fermentation Cold Natural. Ngoài ra, bạn cũng có thể tham khảo Panama Esmeralda Special Gesha - Microlot Edition và Abu GW2610 Panama.",
PS_153,product_search,medium,vi,Gợi ý cà phê Colombia rang Medium Light có hương Lemon.,5,5,5,2,17.6,0,0,1,0.717143357,"{""summary"": ""Cà phê Colombia có hương Lemon mà bạn có thể tham khảo là Finca la Esperanza. Sản phẩm này có hương vị chua chua của chanh kết hợp với vị sữa chua đào và tart chanh, rất phù hợp với yêu cầu của bạn."", ""products"": [{""name"": ""Finca la Esperanza"", ""roaster"": ""QUO COFFEE ROASTERS"", ""reason"": ""Có hương vị Lemon Tart, phù hợp với yêu cầu về hương Lemon."", ""url"": ""https://www.thewaytocoffee.com/beans/finca-la-esperanza-jvb/""}], ""articles"": []}","Bạn có thể thử Colombia El Bosque Wash Long Fermentation từ HAZEL & HERSHEY COFFEE ROASTERS. Đây là cà phê từ Colombia, rang Medium Light, với hương vị đặc trưng, chế biến Fully Washed Long Fermentation. Ngoài ra, bạn cũng có thể tham khảo Colombia, Jardines Del Eden. SIDRA, Natural. và Colombia Sidra Bourbon Finca Lumbrera.",
PS_154,product_search,easy,vi,Có cà phê nào rang Medium không?,5,5,5,2,21.7,0,0,1,0.947207704,"{""summary"": ""Có nhiều loại cà phê rang Medium, bao gồm: Canuck Medium, Peaberry Medium, Rindö - Medium Roast, Burukudu \""52\"" Metro Medium Papua New Guinea và Kazee Medium. Tất cả đều có đặc điểm là được rang ở mức độ vừa phải, mang đến hương vị đa dạng."", ""products"": [{""name"": ""Canuck Medium"", ""roaster"": ""KARMA COFFEE"", ""reason"": ""Cà phê này là một hỗn hợp từ các hạt cà phê được nguồn gốc một cách có đạo đức và được rang ở mức độ vừa phải."", ""url"": ""https://www.thewaytocoffee.com/beans/canuck-medium/""}, {""name"": ""Peaberry Medium"", ""roaster"": ""AKHA AMA COFFEE ROASTER"", ""reason"": ""Là hạt cà phê peaberry hiếm, được rang vừa, mang đến hương vị phong phú và độ ngọt của chocolate."", ""url"": ""https://www.thewaytocoffee.com/beans/peaberry-medium/""}, {""name"": ""Rindö - Medium Roast"", ""roaster"": ""MUTTLEY & JACK'S COFFEE ROASTERS"", ""reason"": ""Cà phê này là một loại cà phê lọc truyền thống của Thụy Điển, được rang vừa với hương vị của hạt nhục đậu khấu và caramel."", ""url"": ""https://www.thewaytocoffee.com/beans/rindo-medium-roast/""}, {""name"": ""Burukudu \""52\"" Metro Medium Papua New Guinea"", ""roaster"": ""BURUKUDU COFFEE"", ""reason"": ""Cà phê đơn nguồn từ Papua New Guinea, được rang vừa và có hương vị tương tự như Jamaican Blue Mountain."", ""url"": ""https://www.thewaytocoffee.com/beans/burukudu-52-metro-medium-papua-new-guinea/""}, {""name"": ""Kazee Medium"", ""roaster"": ""KARMA COFFEE"", ""reason"": ""Hỗn hợp cân bằng từ Trung và Nam Mỹ, được rang vừa với phong cách bờ Tây."", ""url"": ""https://www.thewaytocoffee.com/beans/kazee-medium/""}], ""articles"": []}","Bạn có thể thử Peru – Miguel Ramírez Agurto từ CRACKER JACK COFFEE CO.. Đây là cà phê từ Peru, rang —, với hương vị Apple, Granola, Mandarin, chế biến Washed. Ngoài ra, bạn cũng có thể tham khảo The Filter Blend và Peru El Diamante Filter.",
