id,intent,difficulty,language,question,retrieved_context_count,bean_count,news_count,elapsed_s,context_precision,context_recall,response,reference,error
CP_010,comparison,easy,vi,Cà phê rang medium và medium dark khác nhau thế nào?,12,10,2,20.2,0.5178571428441964,1.0,,"Medium roast rang đến sau First Crack, dừng trước Second Crack (~210–215°C), giữ được cân bằng giữa origin character và roast flavor, acidity vừa, body medium, flavor thường chocolate-caramel-balanced fruit. Medium Dark roast rang gần hoặc vừa vào Second Crack (~220–225°C), bắt đầu có dầu nhẹ trên bề mặt hạt, body dày hơn, acidity thấp hơn, profile thiên về bittersweet chocolate, molasses, roasted nut, caramelized sugar, origin character bắt đầu mờ. Medium hợp filter và espresso, Medium Dark hợp espresso và milk drinks.",
CP_011,comparison,hard,vi,"So sánh hai roaster Every Half và The Workshop Coffee trên các tiêu chí origin, processing và phong cách rang.",12,10,2,21.6,0.0,0.0,,"Dựa trên knowledge base, Every Half là roaster Việt Nam tập trung nhiều vào Arabica Việt Nam (Cư M'Gar, M'Drak) với các processing đặc biệt như Mosto Natural, phong cách rang medium đến medium dark, profile thiên về chocolate, caramel, body dày. The Workshop Coffee (Vietnam) hoặc các tên tương tự thường có portfolio đa dạng hơn với Ethiopia, Colombia, Kenya bên cạnh cà phê Việt Nam, phong cách rang medium-light đến medium, thiên về làm nổi bật origin character. Lưu ý: so sánh chi tiết cần thêm dữ liệu cụ thể về portfolio và philosophy của từng roaster; nếu dữ liệu không đầy đủ, hệ thống nên thông báo hạn chế và gợi ý user tham khảo website roaster.",
CP_012,comparison,medium,en,Anaerobic Fermentation vs Carbonic Maceration: what is the difference?,12,10,2,24.2,0.2550505050420034,0.6,,"Both are fermentation-forward processing methods aiming for amplified flavor, but differ in mechanics. Anaerobic Fermentation submerges whole cherries or depulped coffee in sealed tanks without oxygen, typically for 36–120 hours; this encourages specific microbes, often producing tropical, wine, funky fermentation notes. Carbonic Maceration (borrowed from winemaking) places whole, intact cherries in sealed tanks flooded with CO₂, triggering intracellular fermentation inside the cherry; results are often cleaner, with distinctive lychee, rose, red wine, and red-fruit character. Both are experimental, high-value, micro-lot processes. CM often yields more refined fermented character; Anaerobic can go funkier.",
CP_013,comparison,medium,vi,So sánh espresso và filter coffee về phương pháp pha và hương vị.,12,10,2,21.2,0.6232007575679676,1.0,,"Espresso pha dưới áp suất ~9 bar, nước 90–96°C, thời gian 25–30s, tỉ lệ 1:2 (18g cà phê : 36g nước), ra shot đậm đặc ~36ml với crema. Hương vị intense, body rất đậm, acidity tập trung, thích hợp cà phê dark/medium-dark roast và blend. Filter coffee (V60, Chemex, Kalita, French press) pha ngâm hoặc chảy qua giấy/kim loại, nước 90–96°C, thời gian 2–5 phút, tỉ lệ 1:15–1:17. Hương vị tinh tế hơn, clarity cao, highlight origin character, thích hợp light/medium roast. Espresso phóng đại mọi đặc tính; filter trình bày chúng.",
KQ_001,knowledge_qa,easy,vi,Specialty coffee là gì?,15,10,5,27.0,0.07692307691538462,1.0,,"Specialty coffee là cà phê được chấm điểm từ 80 trở lên trên thang điểm 100 của Specialty Coffee Association (SCA) bởi các Q-grader có chứng chỉ. Toàn bộ chuỗi giá trị từ trồng trọt (giống, độ cao, thổ nhưỡng), thu hoạch (chín chọn lọc), chế biến, bảo quản, rang đến pha chế đều phải đạt chuẩn. Specialty coffee có defect rất ít, truy xuất nguồn gốc rõ (traceability), và giá trị cao hơn commercial coffee. Đây không chỉ là loại cà phê mà là một 'phong trào' hướng đến chất lượng, sự bền vững, và tôn vinh người nông dân.",
KQ_002,knowledge_qa,medium,vi,Honey processing là gì?,15,10,5,26.3,0.7852554852489414,0.6,,"Honey processing (còn gọi là pulped natural) là phương pháp chế biến cà phê trong đó vỏ quả được loại bỏ nhưng một phần hoặc toàn bộ mucilage (lớp nhầy ngọt bao quanh hạt) được giữ lại trong quá trình phơi. Kết quả là cup cân bằng giữa độ ngọt và body của Natural với độ sáng của Washed. Tên gọi bắt nguồn từ lớp nhầy ướt, dính như mật ong trên hạt khi phơi. Có các biến thể Yellow/Red/Black Honey tùy lượng mucilage còn lại. Trong database, cà phê honey-processed thường có nốt [sweet, honey, caramel, acidity cân bằng, stone fruit].",
KQ_003,knowledge_qa,easy,vi,Washed processing là gì?,15,10,5,24.9,0.7134386446797267,0.5,,"Washed processing (hay wet processing) là phương pháp chế biến trong đó quả cà phê được loại bỏ vỏ và thịt quả ngay sau thu hoạch, sau đó được lên men trong bể nước để loại bỏ phần mucilage còn bám trên hạt, cuối cùng được rửa sạch và phơi khô (trên patio hoặc raised bed). Quy trình này tạo ra cup sạch (clean), sáng (bright), acidity rõ, nổi bật đặc tính của giống cây và terroir. Các nốt điển hình: floral, citrus, black tea, apple. Phần lớn cà phê Colombia, Kenya, Ethiopia Yirgacheffe truyền thống đều dùng Washed.",
KQ_004,knowledge_qa,medium,vi,Độ cao ảnh hưởng thế nào đến hương vị cà phê?,12,10,2,21.8,0.5940476190377182,0.0,,"Độ cao (altitude) là yếu tố then chốt cho chất lượng cà phê Arabica. Ở độ cao lớn (>1,500m), nhiệt độ thấp hơn và chênh lệch ngày-đêm cao khiến quả chín chậm hơn, hạt đặc hơn (higher density), tích lũy nhiều đường và acid hữu cơ hơn. Kết quả: cup có acidity sáng hơn, body chắc, hương vị phức tạp (floral, fruity, citrus). Các phân loại thường gặp: SHB (Strictly Hard Bean, >1,200m), SHG (Strictly High Grown), MHB. Dưới 1,000m, hạt thường mềm hơn, flavor ít phức, body kém hơn. Robusta thường trồng ở độ cao thấp (300–900m) và không cần altitude cao như Arabica.",
KQ_005,knowledge_qa,medium,vi,Geisha (Gesha) là giống cà phê gì?,12,10,2,26.1,0.6605158730048644,0.3333333333333333,,"Geisha (cũng viết là Gesha) là một cultivar Arabica có nguồn gốc từ vùng Gesha, Ethiopia, được mang đến Panama vào những năm 1960 và trở nên nổi tiếng toàn cầu sau khi Hacienda La Esmeralda (Panama) chiến thắng Best of Panama 2004 với cup score cao kỷ lục. Đặc trưng: hạt thon dài, năng suất thấp, đòi hỏi độ cao cao (>1,600m) và chăm sóc kỹ. Profile hương vị: jasmine, bergamot, peach, tropical fruit, floral mạnh, acidity sáng lung linh, clarity cao. Panama Geisha hiện là một trong những cà phê đắt nhất thế giới, với nhiều lô đấu giá đạt hàng nghìn USD/pound.",
KQ_006,knowledge_qa,easy,en,What does 'fruity' mean in coffee tasting?,12,10,2,20.8,0.9107142856991072,0.75,,"'Fruity' in coffee tasting refers to flavor notes reminiscent of fresh or dried fruits, commonly found in Naturally processed, high-altitude, light-to-medium roast coffees. Sub-categories include: berry (blueberry, strawberry, blackberry), citrus (lemon, orange, grapefruit, bergamot), stone fruit (peach, apricot, cherry), tropical (mango, pineapple, passion fruit), and dried fruit (raisin, fig, prune). Ethiopian Naturals, Kenyan Washed, and Colombian Anaerobic coffees are archetypal 'fruity' coffees. Fruity is a positive descriptor on the SCA Flavor Wheel.",
KQ_007,knowledge_qa,medium,vi,Cup score là gì và được chấm như thế nào?,15,10,5,26.4,0.5125291375205954,1.0,,"Cup score (hay cupping score) là điểm đánh giá chất lượng cà phê theo thang 0–100 của Specialty Coffee Association (SCA). Quy trình cupping chuẩn gồm: xay 8.25g cà phê cho mỗi 150ml nước ở 93°C, ngâm 4 phút, phá crust, skim, sau đó đánh giá bằng thìa. 10 tiêu chí (mỗi tiêu chí tối đa 10 điểm): Fragrance/Aroma, Flavor, Aftertaste, Acidity, Body, Balance, Uniformity, Clean Cup, Sweetness, Overall. Cà phê đạt ≥ 80 điểm được xếp loại 'specialty'; 85+ là xuất sắc; 90+ là cực hiếm. Q-grader là chứng chỉ cho người có đủ năng lực cupping chuyên nghiệp.",
KQ_008,knowledge_qa,hard,vi,Maillard reaction trong rang cà phê là gì và ảnh hưởng thế nào đến hương vị?,15,10,5,23.4,0.0,1.0,,"Maillard reaction là chuỗi phản ứng hóa học giữa amino acids và reducing sugars ở nhiệt độ cao, tạo ra hàng trăm hợp chất hương vị và màu nâu đặc trưng. Trong rang cà phê, Maillard xảy ra ở khoảng 140–170°C (giai đoạn drying kết thúc đến trước First Crack) và tiếp tục đến khi caramelization chiếm ưu thế (~170–205°C). Sản phẩm Maillard bao gồm pyrazines, furans, aldehydes — tạo các nốt nutty, toasty, malty, bready, chocolate. Caramelization (phân hủy đường) tiếp theo tạo caramel, toffee, molasses. Cân bằng đúng Maillard và caramelization là chìa khóa của development phase trong roast profile; thiếu Maillard cho cup grassy, vegetal; thừa cho cup bake, flat.",
KQ_009,knowledge_qa,medium,vi,Cupping là gì?,15,10,5,25.4,0.07692307691538462,0.25,,"Cupping là phương pháp chuẩn quốc tế để đánh giá hương vị và chất lượng cà phê, được SCA chuẩn hóa. Các bước chính: xay cà phê ngay trước khi cup (tỉ lệ 8.25g / 150ml), ngửi dry aroma, đổ nước nóng 93°C, ngửi wet aroma sau 4 phút, phá crust và skim, rồi dùng thìa chuyên dụng múc cà phê lên 'slurp' để hương vị được trải đều khắp miệng và mũi. Cupping đánh giá 10 tiêu chí (Fragrance, Flavor, Aftertaste, Acidity, Body, Balance, Uniformity, Clean Cup, Sweetness, Overall). Đây là công cụ cốt lõi để Q-grader chấm cup score và roaster chọn green coffee.",
KQ_010,knowledge_qa,easy,en,What is single origin coffee?,15,10,5,25.4,0.5428571428435713,1.0,,"Single origin coffee refers to coffee sourced from one specific geographic origin, traceable to a single country, region, farm, or even a single lot or producer. Unlike blends that mix beans from multiple origins, single origin highlights the unique terroir, cultivar, and processing character of one place. Levels of specificity range from country-level (e.g., 'Ethiopia'), to regional (e.g., 'Ethiopia Yirgacheffe'), to farm-level (e.g., 'Gesha Village, Bangti block'), to micro-lot (specific producer and lot number). Single origin is central to specialty coffee's emphasis on traceability and terroir.",
KQ_011,knowledge_qa,medium,vi,First Crack và Second Crack trong rang cà phê là gì?,15,10,5,22.6,0.0,0.0,,"First Crack (FC) và Second Crack (SC) là hai mốc âm thanh quan trọng trong quá trình rang cà phê, tạo ra bởi sự giãn nở của hạt do hơi nước và CO₂ bên trong. First Crack xảy ra ở ~195–205°C, tiếng nổ giòn như bỏng ngô, đánh dấu giai đoạn hạt đã phát triển đủ và có thể dừng để có Light roast. Nếu tiếp tục vào 'development phase' sau FC, có Medium roast và Medium Dark. Second Crack xảy ra ở ~225–230°C, tiếng nổ nhỏ và nhanh hơn, đánh dấu bắt đầu Dark roast với dầu xuất hiện trên bề mặt hạt. Rang quá SC cho Italian hoặc French roast (rất đậm, smoky, mất origin character).",
KQ_012,knowledge_qa,medium,vi,Terroir trong cà phê nghĩa là gì?,15,10,5,25.8,0.0,0.5,,"Terroir (mượn từ ngành rượu vang) trong cà phê chỉ tổng hợp các yếu tố môi trường ảnh hưởng đến chất lượng và hương vị: độ cao, khí hậu (nhiệt độ, lượng mưa, gió), thổ nhưỡng (núi lửa, phù sa, khoáng chất), độ che bóng, giống cây, và cả phương pháp canh tác địa phương. Terroir là lý do cà phê cùng giống (ví dụ Geisha) trồng ở Panama vs Ethiopia vs Colombia cho profile khác biệt. Các vùng nổi tiếng như Yirgacheffe, Antigua, Tarrazú, Nyeri, Huila đều có terroir đặc trưng tạo nên hương vị signature. Khái niệm terroir nhấn mạnh 'sense of place' trong cà phê specialty.",
KQ_013,knowledge_qa,easy,en,How does the pour-over V60 brewing method work?,15,10,5,25.9,0.0,0.5,,"The Hario V60 is a conical pour-over dripper with spiral ribs and a single large hole, using paper filters. Standard recipe: 15g coffee, 250g water (1:16 ratio), medium-fine grind, water at 93–95°C. Process: (1) rinse filter with hot water and discard, (2) bloom: pour 2x coffee weight (30g) and wait 30–45 seconds, (3) main pours in slow circular motion to reach total water weight by 2:30–3:00, (4) total brew time 3–4 minutes. The V60 emphasizes clarity, highlights acidity, and showcases origin character — ideal for light to medium roast single origins.",
KQ_014,knowledge_qa,medium,vi,Hương vị 'floral' trong cà phê là gì và tìm thấy ở đâu?,12,10,2,22.3,0.5423469387677624,0.6666666666666666,,"'Floral' trong tasting cà phê chỉ các nốt hương gợi nhớ đến hoa, điển hình là jasmine (nhài), rose (hoa hồng), lavender, bergamot (một loại cam Địa Trung Hải mang hương hoa), chamomile, orange blossom. Các nốt floral thường được tìm thấy ở: Ethiopian Washed (Yirgacheffe, Sidama — jasmine, bergamot), Panama Geisha (jasmine mạnh, peach floral), Colombian Pink Bourbon/Sidra (floral tinh tế), Rwandan Washed (floral, black tea), một số lô Anaerobic/CM đặc biệt. Floral là đặc trưng của cà phê rang light, độ cao cao, và thường là dấu hiệu của cup chất lượng cao.",
KQ_015,knowledge_qa,hard,vi,"Phân biệt arabica Bourbon, Typica và SL-28 về nguồn gốc và profile.",12,10,2,22.7,0.14285714284285714,1.0,,"Ba cultivar Arabica kinh điển: (1) Typica là cultivar Arabica 'gốc', lan rộng từ Yemen đến Ấn Độ và Latin America từ thế kỷ 18; hạt thon dài, năng suất thấp, cup profile sweet, clean, balanced. (2) Bourbon xuất hiện do đột biến tự nhiên từ Typica trên đảo Bourbon (Réunion); năng suất cao hơn Typica ~30%, hạt tròn hơn, cup ngọt hơn, complex hơn, thường có caramel và fruit notes. (3) SL-28 được phát triển bởi Scott Laboratories ở Kenya những năm 1930 (cùng SL-34); chịu hạn tốt, cup profile rất đặc trưng: blackcurrant, wine-like acidity, savory-bright — signature của Kenyan coffee. Bourbon và Typica là 'parent' cultivars; SL-28 là selection từ các giống cổ ở Tanzania/Kenya.",
KQ_016,knowledge_qa,easy,vi,Natural process là gì?,15,10,5,25.4,0.4166666666458333,0.5,,"Natural (hay dry) processing là phương pháp chế biến cà phê cổ xưa nhất: cả quả cà phê được phơi nguyên trên patio, raised bed hoặc sân đất trong 2–4 tuần, sau đó vỏ và thịt quả khô được xay tách khỏi hạt. Quá trình phơi nguyên quả cho phép đường và hương vị từ fruit pulp thấm vào hạt, tạo cup ngọt đậm, body dày, nhiều fruit/wine/berry notes, acidity thấp hơn Washed. Nhược điểm: đòi hỏi nhiều không gian phơi, thời tiết khô ráo, và dễ bị lên men hỏng nếu không kiểm soát kỹ. Ethiopian và Brazilian Natural là kinh điển.",
KQ_017,knowledge_qa,medium,vi,Crema trong espresso là gì và tạo ra như thế nào?,15,10,5,24.0,0.5746031745916825,1.0,,"Crema là lớp bọt nâu vàng mỏng trên bề mặt shot espresso, tạo nên bởi áp suất cao (~9 bar) đẩy CO₂ và dầu cà phê qua bột cà phê dưới dạng vi bọt (microfoam) ổn định bởi protein và melanoidin. Crema đẹp: màu từ nâu hạt dẻ đến nâu vàng có vân 'tiger stripe', dày ~2–3mm, bền 1–2 phút. Crema phản ánh: cà phê tươi (CO₂ nhiều), xay đúng, tamp đều, máy nhiệt/áp ổn định. Crema quá mỏng/nhạt = cà phê cũ hoặc chiết xuất yếu; quá dày + màu đen = grind quá mịn hoặc quá liều. Robusta tạo crema dày hơn Arabica vì hàm lượng dầu cao hơn.",
KQ_018,knowledge_qa,easy,en,What is an omni roast?,15,10,5,23.5,0.6590909090799243,0.5,,"Omni roast refers to a roast profile designed to perform well across multiple brewing methods — both espresso and filter — rather than being optimized for one. Typically it sits in the medium roast range, developed enough to give sweetness and body for espresso, but not so dark as to lose origin character and clarity for filter. Many specialty roasters label their single-origin offerings as omni roast to give customers flexibility. The trade-off: an omni roast is rarely perfect for either method but versatile enough to work well with both.",
KQ_019,knowledge_qa,medium,vi,Caffeine content trong cà phê phụ thuộc vào những yếu tố nào?,12,10,2,19.5,0.34090909089204546,0.16666666666666666,,"Caffeine trong cà phê phụ thuộc vào nhiều yếu tố: (1) Species: Robusta có ~2.2% caffeine, Arabica ~1.2% — Robusta gấp đôi Arabica. (2) Brewing method: espresso shot ~63mg/shot (30ml), drip coffee ~95mg/cup (240ml), cold brew có thể 150–200mg/cup, French press tương đương drip. (3) Grind size và extraction time: longer extraction = more caffeine. (4) Roast level: caffeine ổn định qua rang, nhưng vì bean mất khối lượng khi rang đậm, tính theo scoop thì light roast có thể nhiều caffeine hơn; theo cân nặng thì gần bằng nhau. (5) Coffee-to-water ratio. Arabica Specialty thường ít caffeine hơn cà phê thương mại vì nhiều sản phẩm thương mại chứa Robusta.",
KQ_020,knowledge_qa,hard,vi,Tại sao cà phê Ethiopia Natural thường có nốt blueberry?,15,10,5,26.9,0.9924242424152203,0.6,,"Nốt blueberry nổi tiếng trong Ethiopian Natural đến từ sự kết hợp của nhiều yếu tố: (1) Genetic — Ethiopia có hàng nghìn heirloom cultivars, nhiều giống tích lũy precursor hương trái cây đặc biệt, đặc biệt ở vùng Sidama/Guji. (2) Processing — Natural processing giữ quả cà phê phơi lên men nhẹ tự nhiên, đường từ mucilage và cherry pulp thấm vào hạt, tạo ester và aldehyde có profile giống berry. (3) Terroir — độ cao 1,800–2,200m, thổ nhưỡng núi lửa, khí hậu có mùa khô rõ rệt của Sidama/Guji tạo điều kiện lý tưởng. (4) Roasting — light roast giữ nguyên fruit-derived aromatics. Blueberry note là 'dấu hiệu vàng' của Ethiopia Natural chất lượng cao, đặc biệt các lô Guji, và là lý do nhiều barista/cupper ưa chuộng origin này.",
NS_001,news_search,easy,vi,Tin tức mới nhất về Highlands Coffee?,15,10,5,24.1,0.10989010988461538,1.0,,"Theo các báo cáo gần đây, Highlands Coffee đang tiến gần mốc 1,000 cửa hàng và đạt lợi nhuận gần 1,100 tỷ VND (tương đương ~2.48 tỷ peso EBITDA) trong năm 2025, đánh dấu năm thứ ba liên tiếp tăng trưởng lợi nhuận. Thương hiệu này, thuộc sở hữu 60% của Jollibee Foods Corporation, đang chuẩn bị IPO dự kiến vào Q1 2027, có thể huy động đến 400 triệu USD. Highlands được thành lập bởi David Thái vào năm 1999 và hiện vận hành 985 cửa hàng (851 tự sở hữu, 96 nhượng quyền), là chuỗi cà phê lớn nhất Việt Nam.",
NS_002,news_search,easy,vi,Thị trường cà phê Việt Nam năm 2025 có gì nổi bật?,15,10,5,25.3,0.0,0.8333333333333334,,"Năm 2025, thị trường cà phê Việt Nam chứng kiến nhiều biến động quan trọng: giá Robusta xuất khẩu đạt đỉnh lịch sử do nguồn cung giảm ở Brazil và Việt Nam, sản lượng xuất khẩu tăng trưởng về giá trị nhưng có thể giảm về khối lượng. Xu hướng specialty coffee nội địa tiếp tục mở rộng với nhiều chuỗi cà phê mới, phân khúc Fine Robusta được chú trọng đầu tư. Highlands Coffee, Trung Nguyên, The Coffee House, Phúc Long tiếp tục mở rộng; một số chuỗi chuẩn bị IPO. Chuyển đổi số, truy xuất nguồn gốc và EUDR (EU Deforestation Regulation) là những thách thức và cơ hội lớn cho ngành cà phê Việt.",
NS_003,news_search,medium,vi,Có tin tức nào về xu hướng cà phê specialty ở châu Á không?,15,10,5,23.1,0.2214785214740919,0.3333333333333333,,"Theo các bài báo ngành, thị trường specialty coffee châu Á đang bùng nổ với sự tăng trưởng mạnh ở Nhật Bản, Hàn Quốc, Trung Quốc, Đài Loan, Việt Nam, Thái Lan và Indonesia. Các xu hướng chính: (1) Local roasting với cà phê nguồn gốc châu Á (Thailand, Vietnam, Indonesia, Myanmar) được đưa vào menu specialty thay vì chỉ nhập khẩu từ Nam Mỹ/Châu Phi. (2) Chuỗi cà phê specialty địa phương mở rộng nhanh (% Arabica, Blue Bottle, local brands). (3) Barista competition và WBC qualifier ngày càng sôi động. (4) Xu hướng cold brew, signature drinks, và fermentation coffee rất mạnh ở châu Á. Vietnam với Fine Robusta và Arabica Đắk Lắk, Lâm Đồng đang thu hút chú ý quốc tế.",
NS_004,news_search,medium,vi,EUDR ảnh hưởng thế nào đến xuất khẩu cà phê Việt Nam?,12,10,2,20.2,0.0909090909,0.75,,"EUDR (EU Deforestation Regulation) yêu cầu tất cả cà phê xuất khẩu vào EU phải chứng minh không đến từ đất bị phá rừng sau 31/12/2020, với hệ thống truy xuất nguồn gốc (geolocation đến từng lô trồng). Với Việt Nam — nước xuất khẩu cà phê lớn thứ hai thế giới và EU là thị trường lớn — EUDR tạo thách thức về: (1) truy xuất nguồn gốc đến từng hộ nông dân nhỏ, (2) chi phí compliance tăng, (3) rủi ro bị loại khỏi chuỗi cung nếu không đạt chuẩn. Cơ hội: thúc đẩy chuyển đổi số, nâng cao giá trị và giá bán, củng cố thương hiệu cà phê Việt Nam bền vững. Thời hạn áp dụng đã được gia hạn để doanh nghiệp có thêm thời gian chuẩn bị.",
NS_005,news_search,easy,en,What are the recent developments in the global coffee price market?,15,10,5,35.0,0.10833333332791667,0.6666666666666666,,"Recent reports indicate that global coffee prices have remained highly volatile, with both Arabica (ICE New York) and Robusta (London) reaching historic highs in 2024–2025 due to supply constraints in Brazil (drought), Vietnam (weather and acreage reduction), and broader logistic/financial pressures. Arabica futures crossed key thresholds not seen in over a decade, while Robusta saw an even sharper rally as demand for espresso blends and instant coffee grew. Market watchers note downside risk if Brazil's next harvest normalizes, but structural demand growth in Asia and specialty segments continues to support premium pricing.",
NS_006,news_search,medium,vi,Trung Nguyên Legend có tin tức gì mới không?,15,10,5,25.5,0.12878787878143938,0.5,,"Theo các bài báo gần đây, Trung Nguyên Legend tiếp tục mở rộng chiến lược 'cà phê năng lượng — cà phê đổi đời', đẩy mạnh xuất khẩu sang Mỹ, Trung Quốc, Hàn Quốc và Nhật Bản. Chuỗi Trung Nguyên E-Coffee và Trung Nguyên Legend Café tiếp tục được mở rộng ở cả thị trường nội địa và quốc tế (đặc biệt Trung Quốc). Công ty cũng chú trọng phát triển dòng sản phẩm cao cấp Legendee và các phiên bản blend đặc biệt. Trung Nguyên vẫn là một trong những thương hiệu cà phê Việt Nam có nhận diện toàn cầu mạnh nhất.",
NS_007,news_search,medium,vi,Tin mới về các chuỗi cà phê Trung Quốc như Luckin Coffee và Cotti?,12,10,2,21.4,0.12878787878143938,1.0,,"Các chuỗi cà phê Trung Quốc đang thống trị thị trường đại lục và mở rộng ra nước ngoài rất nhanh. Luckin Coffee đã vượt Starbucks về số cửa hàng tại Trung Quốc, đạt hơn 20,000 cửa hàng với chiến lược giá thấp và sản phẩm sáng tạo (như coconut latte). Cotti Coffee (thành lập bởi cựu lãnh đạo Luckin) cũng mở rộng thần tốc với mô hình giá siêu rẻ và franchise. Cả hai đang mở rộng sang Đông Nam Á (Singapore, Malaysia, Indonesia, Việt Nam) và một số thị trường khác. Xu hướng này tạo áp lực lớn lên Starbucks và các chuỗi quốc tế tại châu Á.",
NS_008,news_search,easy,en,What is the latest news about Starbucks in Asia?,15,10,5,26.5,0.19351481850998062,0.3333333333333333,,"Starbucks in Asia faces both opportunities and challenges: strong growth in markets like India, Vietnam, and Indonesia, but intense price competition from local chains in China (Luckin, Cotti) where Starbucks has reportedly lost market share. Strategic moves include introducing more localized products (e.g., Vietnamese coffee drinks in Vietnam), expanding delivery partnerships, and testing new store formats. In 2025–2026, Starbucks has reassessed its China strategy amid a challenging competitive landscape, while doubling down on Southeast Asia where growth remains strong.",
NS_009,news_search,medium,vi,Có tin tức gì về giá Robusta tăng cao trong năm nay?,15,10,5,25.8,0.2214785214740919,0.7142857142857143,,"Giá Robusta trong giai đoạn 2024–2025 đã đạt mức cao kỷ lục trong hơn một thập kỷ, nguyên nhân chính: (1) sản lượng giảm ở Việt Nam do thời tiết bất lợi (hạn hán, mưa trái mùa) và nông dân chuyển sang cây trồng khác có giá tốt hơn như sầu riêng, (2) tồn kho toàn cầu thấp, (3) nhu cầu espresso blend và cà phê hòa tan tăng, (4) biến động tỷ giá và chi phí vận chuyển. Giá cao mang lại lợi ích ngắn hạn cho nông dân Việt Nam nhưng cũng tạo áp lực lên rang xay và chuỗi cà phê phải tăng giá bán lẻ hoặc giảm biên lợi nhuận. Dự báo giá có thể hạ nếu vụ mùa 2026 phục hồi.",
NS_010,news_search,medium,vi,Xu hướng cà phê bền vững (sustainable coffee) đang diễn ra như thế nào?,15,10,5,25.7,0.4553724053648158,0.5714285714285714,,"Cà phê bền vững đang trở thành xu hướng chính trong ngành với nhiều phong trào: (1) Chứng nhận quốc tế: Rainforest Alliance, UTZ, Fair Trade, 4C, Organic. (2) Direct Trade: roaster mua trực tiếp từ nông dân/cooperative với giá cao và minh bạch. (3) Regenerative agriculture: canh tác tái tạo đất và đa dạng sinh học. (4) EUDR: quy định không phá rừng của EU. (5) Climate-resilient cultivars: phát triển giống chịu hạn, chống bệnh tốt. (6) Traceability công nghệ cao (blockchain, geolocation). Các công ty lớn như Nestlé, Starbucks, JDE Peet's đều có cam kết sustainability; specialty roasters cũng công khai giá trả cho nông dân (FOB prices).",
NS_011,news_search,hard,vi,Có bài báo nào nói về tác động của biến đổi khí hậu đến ngành cà phê không?,12,10,2,18.4,0.12878787878143938,1.0,,"Biến đổi khí hậu đang là mối đe dọa lớn nhất đối với ngành cà phê toàn cầu. Các tác động chính: (1) Diện tích trồng Arabica phù hợp được dự báo giảm 50% vào 2050 do nhiệt độ tăng, Arabica nhạy cảm với biến động 1–2°C. (2) Sâu bệnh phát triển mạnh hơn (coffee leaf rust, coffee berry borer) khi khí hậu ấm. (3) Thời tiết cực đoan: hạn hán ở Brazil, mưa trái mùa ở Việt Nam, sương giá bất thường. (4) Vùng trồng dịch chuyển lên độ cao hơn hoặc vĩ độ cao hơn. Ngành đang phản ứng bằng: giống chịu hạn/bệnh (F1 hybrids, Arabusta), shaded growing, agroforestry, Robusta resilient hơn thay thế một phần Arabica. Việt Nam, Brazil, Ethiopia, Colombia đều đã ghi nhận tác động rõ.",
NS_012,news_search,medium,en,What are the latest trends in the UK coffee shop market?,15,10,5,21.9,0.2214785214740919,0.6666666666666666,,"According to industry reports (World Coffee Portal and others), the UK coffee shop market continues to grow, driven by: (1) Expansion of branded chains like Costa Coffee, Starbucks, Caffè Nero, and Pret A Manger, alongside independent specialty shops; (2) Rising demand for specialty coffee, cold brew, plant-based milks, and signature drinks; (3) Delivery and mobile-app ordering becoming standard; (4) Premiumization with single-origin and barista-quality offerings in supermarkets; (5) Emphasis on sustainability and ethical sourcing. The UK remains one of Europe's largest coffee markets, though consolidation and competition with quick-service restaurants create pressure on independents.",
NS_013,news_search,medium,vi,Tin tức về các cuộc thi barista quốc tế gần đây?,15,10,5,25.3,0.1846320346274188,0.25,,"Các cuộc thi barista quốc tế lớn gồm World Barista Championship (WBC), World Brewers Cup, World Latte Art, World Coffee in Good Spirits, World Cup Tasters — tất cả được tổ chức bởi World Coffee Events (WCE) thuộc SCA. Các năm gần đây, barista từ Hàn Quốc, Úc, Canada, Đài Loan, Nhật Bản thường đạt thành tích cao. Barista Việt Nam đã tham dự WBC qualifier và thể hiện ngày càng tốt, với một số đại diện vào top chung kết khu vực. Xu hướng gần đây tại WBC: sử dụng cà phê lên men (anaerobic, carbonic maceration, thermal shock), signature drinks sáng tạo, và câu chuyện traceability rõ ràng là yếu tố quan trọng.",
EX_001,exploration,easy,vi,Trong database có bao nhiêu sản phẩm cà phê specialty?,12,10,2,18.8,0.0,1.0,,"Database Coffee Advisor chứa 14,537 sản phẩm cà phê specialty được thu thập từ thewaytocoffee.com (Bean Discovery Engine). Trong đó, 14,534 sản phẩm (99.98%) có about_description — trường text mô tả chính để embedding. Ngoài ra còn 1,947 bài báo ngành cà phê từ Vietnam.vn, World Coffee Portal và các nguồn khác. Đây là bộ dữ liệu lớn, phủ hơn 877 roasters và hơn 40 quốc gia, hỗ trợ đa dạng truy vấn về recommendation và tin tức ngành.",
